datetime,city,location,latitude,longitude,pollutant,value
2025-09-02 18:00:00+00:00,Hyderabad,Hyderabad,17.385,78.4867,CO,283.0
2025-09-02 18:00:00+00:00,Bengaluru,Bengaluru,12.9716,77.5946,SO2,4.6
2025-09-02 18:00:00+00:00,Pune,Pune,18.5204,73.8567,CO,169.0
2025-09-02 18:00:00+00:00,Mumbai,Mumbai,19.076,72.8777,SO2,14.5
2025-09-02 18:00:00+00:00,Bengaluru,Bengaluru,12.9716,77.5946,OZONE,35.0
2025-09-02 18:00:00+00:00,Pune,Pune,18.5204,73.8567,PM2.5,10.6
2025-09-02 18:00:00+00:00,Delhi,Delhi,28.6139,77.209,CO,582.0
2025-09-02 18:00:00+00:00,Lucknow,Lucknow,26.8467,80.9462,PM10,30.0
2025-09-02 18:00:00+00:00,Pune,Pune,18.5204,73.8567,OZONE,37.0
2025-09-02 18:00:00+00:00,Ahmedabad,Ahmedabad,23.0225,72.5714,NO2,22.4
2025-09-02 18:00:00+00:00,Delhi,Delhi,28.6139,77.209,PM2.5,23.6
2025-09-02 18:00:00+00:00,Kolkata,Kolkata,22.5726,88.3639,SO2,4.0
2025-09-02 18:00:00+00:00,Delhi,Delhi,28.6139,77.209,SO2,14.6
2025-09-02 18:00:00+00:00,Chennai,Chennai,13.0827,80.2707,CO,332.0
2025-09-02 18:00:00+00:00,Bengaluru,Bengaluru,12.9716,77.5946,NO2,10.9
2025-09-02 18:00:00+00:00,Chennai,Chennai,13.0827,80.2707,PM2.5,15.6
2025-09-02 18:00:00+00:00,Hyderabad,Hyderabad,17.385,78.4867,NO2,7.7
2025-09-02 18:00:00+00:00,Lucknow,Lucknow,26.8467,80.9462,CO,411.0
2025-09-02 18:00:00+00:00,Ahmedabad,Ahmedabad,23.0225,72.5714,SO2,8.3
2025-09-02 18:00:00+00:00,Hyderabad,Hyderabad,17.385,78.4867,OZONE,63.0
2025-09-02 18:00:00+00:00,Bengaluru,Bengaluru,12.9716,77.5946,PM2.5,6.4
2025-09-02 18:00:00+00:00,Bengaluru,Bengaluru,12.9716,77.5946,CO,272.0
2025-09-02 18:00:00+00:00,Chennai,Chennai,13.0827,80.2707,OZONE,36.0
2025-09-02 18:00:00+00:00,Kolkata,Kolkata,22.5726,88.3639,OZONE,46.0
2025-09-02 18:00:00+00:00,Pune,Pune,18.5204,73.8567,PM10,15.8
2025-09-02 18:00:00+00:00,Pune,Pune,18.5204,73.8567,SO2,5.8
2025-09-02 18:00:00+00:00,Mumbai,Mumbai,19.076,72.8777,PM2.5,19.2
2025-09-02 18:00:00+00:00,Lucknow,Lucknow,26.8467,80.9462,SO2,8.8
2025-09-02 18:00:00+00:00,Mumbai,Mumbai,19.076,72.8777,PM10,40.9
2025-09-02 18:00:00+00:00,Bengaluru,Bengaluru,12.9716,77.5946,PM10,10.1
2025-09-02 18:00:00+00:00,Ahmedabad,Ahmedabad,23.0225,72.5714,PM10,51.2
2025-09-02 18:00:00+00:00,Kolkata,Kolkata,22.5726,88.3639,PM2.5,7.8
2025-09-02 18:00:00+00:00,Lucknow,Lucknow,26.8467,80.9462,PM2.5,30.0
2025-09-02 18:00:00+00:00,Jaipur,Jaipur,26.9124,75.7873,OZONE,33.0
2025-09-02 18:00:00+00:00,Pune,Pune,18.5204,73.8567,NO2,9.5
2025-09-02 18:00:00+00:00,Delhi,Delhi,28.6139,77.209,NO2,21.1
2025-09-02 18:00:00+00:00,Delhi,Delhi,28.6139,77.209,OZONE,66.0
2025-09-02 18:00:00+00:00,Kolkata,Kolkata,22.5726,88.3639,PM10,8.9
2025-09-02 18:00:00+00:00,Lucknow,Lucknow,26.8467,80.9462,OZONE,77.0
2025-09-02 18:00:00+00:00,Ahmedabad,Ahmedabad,23.0225,72.5714,PM2.5,28.9
2025-09-02 18:00:00+00:00,Mumbai,Mumbai,19.076,72.8777,NO2,8.0
2025-09-02 18:00:00+00:00,Jaipur,Jaipur,26.9124,75.7873,NO2,42.6
2025-09-02 18:00:00+00:00,Chennai,Chennai,13.0827,80.2707,NO2,21.3
2025-09-02 18:00:00+00:00,Kolkata,Kolkata,22.5726,88.3639,NO2,8.8
